Job_Title,Job_Role,Company,Location,Job_Description,User_Skills,Job_Requirements,Experience,Salary_Range,Rating
Backend Developer,Backend Developer,Wipro,Chennai,Develop server-side logic and APIs. Work with databases and cloud services. Ensure scalability and performance. Write documentation.,"Node.js, Python, Java, SQL, NoSQL, REST API, GraphQL, Docker, AWS","Node.js, Python, Java, SQL, NoSQL, REST API, GraphQL, Docker, AWS",2-4 years,8-14 LPA,3.3
Healthcare Data Analyst,Healthcare Data Analyst,Swiggy,Hyderabad,Analyze patient and clinical data. Build dashboards for healthcare KPIs. Ensure data compliance and privacy. Support clinical research.,"SQL, Python, R, Tableau, Healthcare Analytics, HIPAA, Excel, Statistics","SQL, Python, R, Tableau, Healthcare Analytics, HIPAA, Excel, Statistics",2-4 years,7-13 LPA,3.7
Risk Analyst,Risk Analyst,Google India,Mumbai,Identify and assess business risks. Develop risk mitigation strategies. Analyze data to predict potential issues. Report to management.,"SQL, Python, Excel, Statistics, Risk Modeling, Power BI, Financial Analysis","SQL, Python, Excel, Statistics, Risk Modeling, Power BI, Financial Analysis",2-4 years,8-14 LPA,3.6
Bioinformatics Engineer,Bioinformatics Engineer,Flipkart,Delhi,Analyze genomic and biological data. Build pipelines for data processing. Apply ML to biological datasets. Collaborate with researchers.,"Python, R, Bioinformatics, Machine Learning, Linux, SQL, Statistics, NextFlow","Python, R, Bioinformatics, Machine Learning, Linux, SQL, Statistics, NextFlow",2-5 years,10-18 LPA,3.2
Bioinformatics Engineer,Bioinformatics Engineer,Accenture,Hyderabad,Analyze genomic and biological data. Build pipelines for data processing. Apply ML to biological datasets. Collaborate with researchers.,"Python, R, Bioinformatics, Machine Learning, Linux, SQL, Statistics, NextFlow","Python, R, Bioinformatics, Machine Learning, Linux, SQL, Statistics, NextFlow",2-5 years,10-18 LPA,3.9
Business Intelligence Analyst,Business Intelligence Analyst,Freshworks,Kolkata,Build BI dashboards. Analyze business performance data. Create automated reports. Work with stakeholders to understand data needs.,"Tableau, Power BI, SQL, Excel, Python, Data Modeling, ETL, SSRS","Tableau, Power BI, SQL, Excel, Python, Data Modeling, ETL, SSRS",1-3 years,6-12 LPA,4.1
Embedded Systems Engineer,Embedded Systems Engineer,TechCorp,Remote,Develop firmware for embedded devices. Work with microcontrollers and real-time OS. Debug hardware issues. Write low-level C code.,"C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT","C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT",2-5 years,8-16 LPA,4.4
Embedded Systems Engineer,Embedded Systems Engineer,Flipkart,Hyderabad,Develop firmware for embedded devices. Work with microcontrollers and real-time OS. Debug hardware issues. Write low-level C code.,"C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT","C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT",2-5 years,8-16 LPA,3.8
Data Scientist,Data Scientist,Google India,Mumbai,"Analyze large datasets to extract insights. Build predictive models using machine learning. Work with Python, R, and SQL to process data. Communicate findings to stakeholders.","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics",2-4 years,8-15 LPA,3.7
Frontend Developer,Frontend Developer,Microsoft India,Chennai,Build responsive and interactive web interfaces. Work with modern JavaScript frameworks. Optimize performance. Ensure cross-browser compatibility.,"JavaScript, React, Angular, Vue.js, HTML5, CSS3, TypeScript, Git, Webpack","JavaScript, React, Angular, Vue.js, HTML5, CSS3, TypeScript, Git, Webpack",1-3 years,6-12 LPA,3.4
Prompt Engineer,Prompt Engineer,InfoSys,Noida,Design and optimize prompts for LLMs. Evaluate model outputs. Build AI-powered applications. Work with GPT and Claude APIs.,"Python, NLP, LLMs, Prompt Engineering, OpenAI API, HuggingFace, Communication","Python, NLP, LLMs, Prompt Engineering, OpenAI API, HuggingFace, Communication",1-3 years,10-20 LPA,3.8
IoT Engineer,IoT Engineer,Zoho,Delhi,"Design and build IoT systems. Work with sensors, actuators, and cloud platforms. Develop firmware and backend services. Ensure connectivity.","Python, C, MQTT, IoT, AWS IoT, Raspberry Pi, Arduino, Linux, Cloud, REST API","Python, C, MQTT, IoT, AWS IoT, Raspberry Pi, Arduino, Linux, Cloud, REST API",2-5 years,8-16 LPA,5.0
Business Intelligence Analyst,Business Intelligence Analyst,Paytm,Mumbai,Build BI dashboards. Analyze business performance data. Create automated reports. Work with stakeholders to understand data needs.,"Tableau, Power BI, SQL, Excel, Python, Data Modeling, ETL, SSRS","Tableau, Power BI, SQL, Excel, Python, Data Modeling, ETL, SSRS",1-3 years,6-12 LPA,3.9
Robotics Engineer,Robotics Engineer,Accenture,Pune,Design and program robotic systems. Work with ROS and sensor integration. Develop control algorithms. Test and validate robots.,"Python, C++, ROS, Control Systems, Sensor Fusion, SLAM, Linux, Computer Vision","Python, C++, ROS, Control Systems, Sensor Fusion, SLAM, Linux, Computer Vision",3-6 years,12-22 LPA,3.2
Blockchain Developer,Blockchain Developer,Zomato,Remote,Develop smart contracts and decentralized applications. Work with Ethereum and Solidity. Integrate blockchain with backend systems.,"Solidity, Ethereum, Web3.js, Python, JavaScript, Smart Contracts, Cryptography, Git","Solidity, Ethereum, Web3.js, Python, JavaScript, Smart Contracts, Cryptography, Git",2-5 years,12-22 LPA,4.7
Automation Test Engineer,Automation Test Engineer,Amazon,Delhi,Build and maintain test automation frameworks. Write scripts for regression testing. Integrate tests into CI/CD pipelines.,"Selenium, Python, Java, Jenkins, CI/CD, Cucumber, REST API, Postman, Git","Selenium, Python, Java, Jenkins, CI/CD, Cucumber, REST API, Postman, Git",2-4 years,7-13 LPA,3.8
Prompt Engineer,Prompt Engineer,TCS,Chennai,Design and optimize prompts for LLMs. Evaluate model outputs. Build AI-powered applications. Work with GPT and Claude APIs.,"Python, NLP, LLMs, Prompt Engineering, OpenAI API, HuggingFace, Communication","Python, NLP, LLMs, Prompt Engineering, OpenAI API, HuggingFace, Communication",1-3 years,10-20 LPA,4.0
Game Developer,Game Developer,Microsoft India,Chennai,Design and build video games. Work with Unity or Unreal Engine. Implement game mechanics and physics. Optimize performance.,"C#, C++, Unity, Unreal Engine, Game Design, Python, Git, 3D Modeling, Physics","C#, C++, Unity, Unreal Engine, Game Design, Python, Git, 3D Modeling, Physics",2-5 years,8-16 LPA,4.8
QA Engineer,QA Engineer,Paytm,Remote,Design and execute test plans. Automate test cases using Selenium. Report and track bugs. Ensure software quality before release.,"Selenium, Python, Java, TestNG, Jira, SQL, API Testing, Postman, Manual Testing","Selenium, Python, Java, TestNG, Jira, SQL, API Testing, Postman, Manual Testing",1-3 years,5-10 LPA,4.7
Product Manager,Product Manager,BYJU's,Kolkata,Define product vision and roadmap. Work with engineering and design teams. Analyze market and user data. Prioritize features.,"Product Roadmap, Agile, Scrum, SQL, Analytics, User Research, Communication, Jira","Product Roadmap, Agile, Scrum, SQL, Analytics, User Research, Communication, Jira",3-6 years,15-28 LPA,3.8
Healthcare Data Analyst,Healthcare Data Analyst,BYJU's,Mumbai,Analyze patient and clinical data. Build dashboards for healthcare KPIs. Ensure data compliance and privacy. Support clinical research.,"SQL, Python, R, Tableau, Healthcare Analytics, HIPAA, Excel, Statistics","SQL, Python, R, Tableau, Healthcare Analytics, HIPAA, Excel, Statistics",2-4 years,7-13 LPA,3.5
Backend Developer,Backend Developer,Microsoft India,Bangalore,Develop server-side logic and APIs. Work with databases and cloud services. Ensure scalability and performance. Write documentation.,"Node.js, Python, Java, SQL, NoSQL, REST API, GraphQL, Docker, AWS","Node.js, Python, Java, SQL, NoSQL, REST API, GraphQL, Docker, AWS",2-4 years,8-14 LPA,4.6
Backend Developer,Backend Developer,Zoho,Delhi,Develop server-side logic and APIs. Work with databases and cloud services. Ensure scalability and performance. Write documentation.,"Node.js, Python, Java, SQL, NoSQL, REST API, GraphQL, Docker, AWS","Node.js, Python, Java, SQL, NoSQL, REST API, GraphQL, Docker, AWS",2-4 years,8-14 LPA,4.2
Android Developer,Android Developer,TCS,Kolkata,Build native Android applications. Work with Kotlin and Java. Integrate APIs and local databases. Follow Material Design guidelines.,"Kotlin, Java, Android SDK, REST API, SQLite, Firebase, Git, MVVM, Jetpack","Kotlin, Java, Android SDK, REST API, SQLite, Firebase, Git, MVVM, Jetpack",1-3 years,6-12 LPA,4.2
NLP Engineer,NLP Engineer,InfoSys,Bangalore,Develop natural language processing models. Build text classification and extraction systems. Work on chatbots and conversational AI.,"Python, NLP, BERT, SpaCy, NLTK, TensorFlow, Transformers, HuggingFace","Python, NLP, BERT, SpaCy, NLTK, TensorFlow, Transformers, HuggingFace",2-5 years,12-20 LPA,3.9
AI Product Manager,AI Product Manager,BYJU's,Hyderabad,Define AI product roadmap. Work with ML teams. Identify AI use cases. Translate business needs into technical requirements.,"Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira","Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira",4-7 years,18-30 LPA,4.1
Database Administrator,Database Administrator,TechCorp,Chennai,Manage and optimize databases. Ensure data integrity and security. Perform backups and recovery. Monitor database performance.,"SQL, MySQL, PostgreSQL, Oracle, MongoDB, Performance Tuning, Backup, Linux","SQL, MySQL, PostgreSQL, Oracle, MongoDB, Performance Tuning, Backup, Linux",2-5 years,8-14 LPA,3.1
Growth Hacker,Growth Hacker,Freshworks,Mumbai,Drive user acquisition and retention. Run experiments and A/B tests. Analyze funnel metrics. Work with product and marketing teams.,"Python, SQL, Analytics, A/B Testing, SEO, Email Marketing, Excel, Communication","Python, SQL, Analytics, A/B Testing, SEO, Email Marketing, Excel, Communication",2-4 years,8-14 LPA,4.7
iOS Developer,iOS Developer,Microsoft India,Pune,Build native iOS applications using Swift. Work with Xcode and Apple frameworks. Follow App Store guidelines. Integrate backend services.,"Swift, Objective-C, Xcode, UIKit, SwiftUI, REST API, CoreData, Git, Firebase","Swift, Objective-C, Xcode, UIKit, SwiftUI, REST API, CoreData, Git, Firebase",2-4 years,8-16 LPA,4.5
Risk Analyst,Risk Analyst,Freshworks,Remote,Identify and assess business risks. Develop risk mitigation strategies. Analyze data to predict potential issues. Report to management.,"SQL, Python, Excel, Statistics, Risk Modeling, Power BI, Financial Analysis","SQL, Python, Excel, Statistics, Risk Modeling, Power BI, Financial Analysis",2-4 years,8-14 LPA,4.9
Database Developer,Database Developer,Swiggy,Hyderabad,Design and develop database schemas. Write complex queries and stored procedures. Optimize query performance. Work with application teams.,"SQL, PL/SQL, MySQL, PostgreSQL, MongoDB, Query Optimization, ETL, Python","SQL, PL/SQL, MySQL, PostgreSQL, MongoDB, Query Optimization, ETL, Python",2-4 years,7-12 LPA,4.0
Ethical Hacker,Ethical Hacker,Accenture,Remote,Perform penetration testing on systems and applications. Identify and report security vulnerabilities. Work with dev teams to patch issues.,"Penetration Testing, Kali Linux, Metasploit, Burp Suite, Python, Networking, OWASP","Penetration Testing, Kali Linux, Metasploit, Burp Suite, Python, Networking, OWASP",2-5 years,10-18 LPA,3.9
Risk Analyst,Risk Analyst,Zomato,Bangalore,Identify and assess business risks. Develop risk mitigation strategies. Analyze data to predict potential issues. Report to management.,"SQL, Python, Excel, Statistics, Risk Modeling, Power BI, Financial Analysis","SQL, Python, Excel, Statistics, Risk Modeling, Power BI, Financial Analysis",2-4 years,8-14 LPA,3.4
AI Product Manager,AI Product Manager,Accenture,Hyderabad,Define AI product roadmap. Work with ML teams. Identify AI use cases. Translate business needs into technical requirements.,"Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira","Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira",4-7 years,18-30 LPA,3.0
Database Developer,Database Developer,TechCorp,Delhi,Design and develop database schemas. Write complex queries and stored procedures. Optimize query performance. Work with application teams.,"SQL, PL/SQL, MySQL, PostgreSQL, MongoDB, Query Optimization, ETL, Python","SQL, PL/SQL, MySQL, PostgreSQL, MongoDB, Query Optimization, ETL, Python",2-4 years,7-12 LPA,3.5
Data Scientist,Data Scientist,BYJU's,Chennai,"Analyze large datasets to extract insights. Build predictive models using machine learning. Work with Python, R, and SQL to process data. Communicate findings to stakeholders.","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics",2-4 years,8-15 LPA,4.8
Python Developer,Python Developer,Paytm,Delhi,Develop backend services using Python and Django/Flask. Write clean and maintainable code. Work in agile environment. Integrate with databases and APIs.,"Python, Django, Flask, REST API, SQL, Git, Docker, Linux, PostgreSQL, Redis","Python, Django, Flask, REST API, SQL, Git, Docker, Linux, PostgreSQL, Redis",1-3 years,6-12 LPA,4.5
Growth Hacker,Growth Hacker,Paytm,Delhi,Drive user acquisition and retention. Run experiments and A/B tests. Analyze funnel metrics. Work with product and marketing teams.,"Python, SQL, Analytics, A/B Testing, SEO, Email Marketing, Excel, Communication","Python, SQL, Analytics, A/B Testing, SEO, Email Marketing, Excel, Communication",2-4 years,8-14 LPA,3.8
iOS Developer,iOS Developer,Amazon,Kolkata,Build native iOS applications using Swift. Work with Xcode and Apple frameworks. Follow App Store guidelines. Integrate backend services.,"Swift, Objective-C, Xcode, UIKit, SwiftUI, REST API, CoreData, Git, Firebase","Swift, Objective-C, Xcode, UIKit, SwiftUI, REST API, CoreData, Git, Firebase",2-4 years,8-16 LPA,4.1
Data Analyst,Data Analyst,Zoho,Delhi,Collect and interpret data to identify trends. Create dashboards and reports. Work with business teams to define KPIs. Use SQL and Excel for analysis.,"SQL, Excel, Power BI, Tableau, Python, Data Cleaning, Statistics, Google Analytics","SQL, Excel, Power BI, Tableau, Python, Data Cleaning, Statistics, Google Analytics",0-2 years,4-8 LPA,3.4
Data Engineer,Data Engineer,Zoho,Hyderabad,Build and maintain data pipelines. Design data warehouses. Work with big data technologies. Ensure data quality and reliability.,"Python, Spark, Hadoop, SQL, Airflow, Kafka, AWS, GCP, ETL, Scala","Python, Spark, Hadoop, SQL, Airflow, Kafka, AWS, GCP, ETL, Scala",2-4 years,10-16 LPA,4.8
Full Stack Developer,Full Stack Developer,TechCorp,Bangalore,Build web applications from frontend to backend. Work with React and Node.js. Design RESTful APIs. Collaborate with UI/UX designers.,"JavaScript, React, Node.js, HTML, CSS, SQL, MongoDB, Git, REST API, Express","JavaScript, React, Node.js, HTML, CSS, SQL, MongoDB, Git, REST API, Express",2-4 years,8-16 LPA,4.5
AWS Solutions Architect,AWS Solutions Architect,Freshworks,Chennai,Design scalable cloud architectures on AWS. Lead cloud migrations. Define best practices. Provide technical guidance to teams.,"AWS, EC2, S3, Lambda, RDS, VPC, CloudFormation, Docker, Python, Linux","AWS, EC2, S3, Lambda, RDS, VPC, CloudFormation, Docker, Python, Linux",4-7 years,18-30 LPA,4.9
Computer Vision Engineer,Computer Vision Engineer,TCS,Bangalore,Build image recognition and object detection systems. Work with CNNs and deep learning. Deploy vision models to production.,"Python, OpenCV, PyTorch, TensorFlow, CNNs, YOLO, Image Processing, CUDA","Python, OpenCV, PyTorch, TensorFlow, CNNs, YOLO, Image Processing, CUDA",2-5 years,12-22 LPA,4.9
Financial Analyst,Financial Analyst,Flipkart,Pune,Analyze financial data and trends. Build financial models and forecasts. Prepare reports for management. Support budgeting process.,"Excel, SQL, Financial Modeling, Python, Power BI, Statistics, Accounting, ERP","Excel, SQL, Financial Modeling, Python, Power BI, Statistics, Accounting, ERP",2-4 years,8-15 LPA,4.2
Computer Vision Engineer,Computer Vision Engineer,Flipkart,Mumbai,Build image recognition and object detection systems. Work with CNNs and deep learning. Deploy vision models to production.,"Python, OpenCV, PyTorch, TensorFlow, CNNs, YOLO, Image Processing, CUDA","Python, OpenCV, PyTorch, TensorFlow, CNNs, YOLO, Image Processing, CUDA",2-5 years,12-22 LPA,4.8
Python Developer,Python Developer,Amazon,Remote,Develop backend services using Python and Django/Flask. Write clean and maintainable code. Work in agile environment. Integrate with databases and APIs.,"Python, Django, Flask, REST API, SQL, Git, Docker, Linux, PostgreSQL, Redis","Python, Django, Flask, REST API, SQL, Git, Docker, Linux, PostgreSQL, Redis",1-3 years,6-12 LPA,4.2
Embedded Systems Engineer,Embedded Systems Engineer,Wipro,Bangalore,Develop firmware for embedded devices. Work with microcontrollers and real-time OS. Debug hardware issues. Write low-level C code.,"C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT","C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT",2-5 years,8-16 LPA,3.1
QA Engineer,QA Engineer,Amazon,Hyderabad,Design and execute test plans. Automate test cases using Selenium. Report and track bugs. Ensure software quality before release.,"Selenium, Python, Java, TestNG, Jira, SQL, API Testing, Postman, Manual Testing","Selenium, Python, Java, TestNG, Jira, SQL, API Testing, Postman, Manual Testing",1-3 years,5-10 LPA,3.7
Data Science Manager,Data Science Manager,Wipro,Pune,Lead a team of data scientists. Define data strategy. Oversee model development and deployment. Present insights to executives.,"Python, Machine Learning, Leadership, SQL, Communication, Strategy, Statistics, Tableau","Python, Machine Learning, Leadership, SQL, Communication, Strategy, Statistics, Tableau",6-10 years,25-45 LPA,3.7
Blockchain Developer,Blockchain Developer,Paytm,Delhi,Develop smart contracts and decentralized applications. Work with Ethereum and Solidity. Integrate blockchain with backend systems.,"Solidity, Ethereum, Web3.js, Python, JavaScript, Smart Contracts, Cryptography, Git","Solidity, Ethereum, Web3.js, Python, JavaScript, Smart Contracts, Cryptography, Git",2-5 years,12-22 LPA,3.7
Prompt Engineer,Prompt Engineer,TCS,Mumbai,Design and optimize prompts for LLMs. Evaluate model outputs. Build AI-powered applications. Work with GPT and Claude APIs.,"Python, NLP, LLMs, Prompt Engineering, OpenAI API, HuggingFace, Communication","Python, NLP, LLMs, Prompt Engineering, OpenAI API, HuggingFace, Communication",1-3 years,10-20 LPA,3.6
AI Product Manager,AI Product Manager,Accenture,Hyderabad,Define AI product roadmap. Work with ML teams. Identify AI use cases. Translate business needs into technical requirements.,"Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira","Product Management, AI/ML Knowledge, SQL, Analytics, Communication, Agile, Jira",4-7 years,18-30 LPA,4.1
Bioinformatics Engineer,Bioinformatics Engineer,Swiggy,Chennai,Analyze genomic and biological data. Build pipelines for data processing. Apply ML to biological datasets. Collaborate with researchers.,"Python, R, Bioinformatics, Machine Learning, Linux, SQL, Statistics, NextFlow","Python, R, Bioinformatics, Machine Learning, Linux, SQL, Statistics, NextFlow",2-5 years,10-18 LPA,3.6
Backend Developer,Backend Developer,Accenture,Mumbai,Develop server-side logic and APIs. Work with databases and cloud services. Ensure scalability and performance. Write documentation.,"Node.js, Python, Java, SQL, NoSQL, REST API, GraphQL, Docker, AWS","Node.js, Python, Java, SQL, NoSQL, REST API, GraphQL, Docker, AWS",2-4 years,8-14 LPA,4.5
Financial Analyst,Financial Analyst,Wipro,Mumbai,Analyze financial data and trends. Build financial models and forecasts. Prepare reports for management. Support budgeting process.,"Excel, SQL, Financial Modeling, Python, Power BI, Statistics, Accounting, ERP","Excel, SQL, Financial Modeling, Python, Power BI, Statistics, Accounting, ERP",2-4 years,8-15 LPA,3.8
Java Developer,Java Developer,Accenture,Hyderabad,Design and build enterprise Java applications. Work with Spring Boot and microservices. Write unit tests and participate in code reviews.,"Java, Spring Boot, Microservices, SQL, Maven, Git, REST API, JUnit, Hibernate","Java, Spring Boot, Microservices, SQL, Maven, Git, REST API, JUnit, Hibernate",2-4 years,8-15 LPA,3.5
Java Developer,Java Developer,TCS,Hyderabad,Design and build enterprise Java applications. Work with Spring Boot and microservices. Write unit tests and participate in code reviews.,"Java, Spring Boot, Microservices, SQL, Maven, Git, REST API, JUnit, Hibernate","Java, Spring Boot, Microservices, SQL, Maven, Git, REST API, JUnit, Hibernate",2-4 years,8-15 LPA,4.8
Data Science Manager,Data Science Manager,Wipro,Bangalore,Lead a team of data scientists. Define data strategy. Oversee model development and deployment. Present insights to executives.,"Python, Machine Learning, Leadership, SQL, Communication, Strategy, Statistics, Tableau","Python, Machine Learning, Leadership, SQL, Communication, Strategy, Statistics, Tableau",6-10 years,25-45 LPA,4.7
Data Scientist,Data Scientist,TechCorp,Mumbai,"Analyze large datasets to extract insights. Build predictive models using machine learning. Work with Python, R, and SQL to process data. Communicate findings to stakeholders.","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics",2-4 years,8-15 LPA,3.4
Prompt Engineer,Prompt Engineer,Zoho,Mumbai,Design and optimize prompts for LLMs. Evaluate model outputs. Build AI-powered applications. Work with GPT and Claude APIs.,"Python, NLP, LLMs, Prompt Engineering, OpenAI API, HuggingFace, Communication","Python, NLP, LLMs, Prompt Engineering, OpenAI API, HuggingFace, Communication",1-3 years,10-20 LPA,3.0
DevOps Engineer,DevOps Engineer,Zoho,Pune,Manage CI/CD pipelines. Automate infrastructure using IaC. Monitor systems and ensure uptime. Collaborate with development teams.,"Docker, Kubernetes, Jenkins, AWS, Terraform, Ansible, Linux, Git, CI/CD, Python","Docker, Kubernetes, Jenkins, AWS, Terraform, Ansible, Linux, Git, CI/CD, Python",2-5 years,10-18 LPA,4.3
Game Developer,Game Developer,Zoho,Noida,Design and build video games. Work with Unity or Unreal Engine. Implement game mechanics and physics. Optimize performance.,"C#, C++, Unity, Unreal Engine, Game Design, Python, Git, 3D Modeling, Physics","C#, C++, Unity, Unreal Engine, Game Design, Python, Git, 3D Modeling, Physics",2-5 years,8-16 LPA,4.1
Data Scientist,Data Scientist,Google India,Delhi,"Analyze large datasets to extract insights. Build predictive models using machine learning. Work with Python, R, and SQL to process data. Communicate findings to stakeholders.","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics",2-4 years,8-15 LPA,4.9
MLOps Engineer,MLOps Engineer,Google India,Pune,Manage ML model lifecycle. Automate training and deployment pipelines. Monitor model performance in production. Maintain infrastructure.,"Python, Docker, Kubernetes, CI/CD, MLflow, Airflow, AWS SageMaker, Terraform","Python, Docker, Kubernetes, CI/CD, MLflow, Airflow, AWS SageMaker, Terraform",3-5 years,14-22 LPA,3.7
UI/UX Designer,UI/UX Designer,Freshworks,Chennai,Design intuitive user interfaces and experiences. Create wireframes and prototypes. Conduct user research. Collaborate with developers.,"Figma, Adobe XD, Sketch, Prototyping, Wireframing, User Research, HTML, CSS","Figma, Adobe XD, Sketch, Prototyping, Wireframing, User Research, HTML, CSS",1-3 years,5-10 LPA,4.6
Quantitative Analyst,Quantitative Analyst,Accenture,Bangalore,Develop statistical models for financial data. Analyze market trends and patterns. Build risk models and trading algorithms.,"Python, R, Statistics, Machine Learning, SQL, Excel, Financial Modeling, Pandas","Python, R, Statistics, Machine Learning, SQL, Excel, Financial Modeling, Pandas",2-4 years,15-25 LPA,4.7
Scrum Master,Scrum Master,Swiggy,Mumbai,Facilitate agile ceremonies. Remove impediments for the team. Coach teams on agile practices. Track sprint progress.,"Agile, Scrum, Jira, Confluence, Kanban, Communication, Leadership, Risk Management","Agile, Scrum, Jira, Confluence, Kanban, Communication, Leadership, Risk Management",2-5 years,10-18 LPA,4.5
Embedded Systems Engineer,Embedded Systems Engineer,Amazon,Mumbai,Develop firmware for embedded devices. Work with microcontrollers and real-time OS. Debug hardware issues. Write low-level C code.,"C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT","C, C++, Embedded C, RTOS, Microcontrollers, Python, Linux, Git, IoT",2-5 years,8-16 LPA,3.5
Data Scientist,Data Scientist,Freshworks,Noida,"Analyze large datasets to extract insights. Build predictive models using machine learning. Work with Python, R, and SQL to process data. Communicate findings to stakeholders.","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics","Python, R, SQL, Machine Learning, TensorFlow, Keras, Pandas, NumPy, Data Visualization, Statistics",2-4 years,8-15 LPA,3.9
UI/UX Designer,UI/UX Designer,TechCorp,Kolkata,Design intuitive user interfaces and experiences. Create wireframes and prototypes. Conduct user research. Collaborate with developers.,"Figma, Adobe XD, Sketch, Prototyping, Wireframing, User Research, HTML, CSS","Figma, Adobe XD, Sketch, Prototyping, Wireframing, User Research, HTML, CSS",1-3 years,5-10 LPA,3.2
Database Administrator,Database Administrator,BYJU's,Remote,Manage and optimize databases. Ensure data integrity and security. Perform backups and recovery. Monitor database performance.,"SQL, MySQL, PostgreSQL, Oracle, MongoDB, Performance Tuning, Backup, Linux","SQL, MySQL, PostgreSQL, Oracle, MongoDB, Performance Tuning, Backup, Linux",2-5 years,8-14 LPA,4.6
Quantitative Analyst,Quantitative Analyst,Freshworks,Kolkata,Develop statistical models for financial data. Analyze market trends and patterns. Build risk models and trading algorithms.,"Python, R, Statistics, Machine Learning, SQL, Excel, Financial Modeling, Pandas","Python, R, Statistics, Machine Learning, SQL, Excel, Financial Modeling, Pandas",2-4 years,15-25 LPA,4.0
UI/UX Designer,UI/UX Designer,TechCorp,Hyderabad,Design intuitive user interfaces and experiences. Create wireframes and prototypes. Conduct user research. Collaborate with developers.,"Figma, Adobe XD, Sketch, Prototyping, Wireframing, User Research, HTML, CSS","Figma, Adobe XD, Sketch, Prototyping, Wireframing, User Research, HTML, CSS",1-3 years,5-10 LPA,5.0
Digital Marketing Analyst,Digital Marketing Analyst,Zoho,Kolkata,Analyze campaign performance data. Optimize SEO and SEM strategies. Build dashboards for marketing metrics. A/B test campaigns.,"Google Analytics, SQL, Excel, SEO, SEM, Python, Tableau, Social Media Analytics","Google Analytics, SQL, Excel, SEO, SEM, Python, Tableau, Social Media Analytics",1-3 years,5-10 LPA,3.4
IoT Engineer,IoT Engineer,TCS,Bangalore,"Design and build IoT systems. Work with sensors, actuators, and cloud platforms. Develop firmware and backend services. Ensure connectivity.","Python, C, MQTT, IoT, AWS IoT, Raspberry Pi, Arduino, Linux, Cloud, REST API","Python, C, MQTT, IoT, AWS IoT, Raspberry Pi, Arduino, Linux, Cloud, REST API",2-5 years,8-16 LPA,3.1
Data Analyst,Data Analyst,Zoho,Chennai,Collect and interpret data to identify trends. Create dashboards and reports. Work with business teams to define KPIs. Use SQL and Excel for analysis.,"SQL, Excel, Power BI, Tableau, Python, Data Cleaning, Statistics, Google Analytics","SQL, Excel, Power BI, Tableau, Python, Data Cleaning, Statistics, Google Analytics",0-2 years,4-8 LPA,4.7
NLP Engineer,NLP Engineer,Freshworks,Remote,Develop natural language processing models. Build text classification and extraction systems. Work on chatbots and conversational AI.,"Python, NLP, BERT, SpaCy, NLTK, TensorFlow, Transformers, HuggingFace","Python, NLP, BERT, SpaCy, NLTK, TensorFlow, Transformers, HuggingFace",2-5 years,12-20 LPA,4.8
Python Developer,Python Developer,TCS,Pune,Develop backend services using Python and Django/Flask. Write clean and maintainable code. Work in agile environment. Integrate with databases and APIs.,"Python, Django, Flask, REST API, SQL, Git, Docker, Linux, PostgreSQL, Redis","Python, Django, Flask, REST API, SQL, Git, Docker, Linux, PostgreSQL, Redis",1-3 years,6-12 LPA,3.5
Robotics Engineer,Robotics Engineer,Google India,Hyderabad,Design and program robotic systems. Work with ROS and sensor integration. Develop control algorithms. Test and validate robots.,"Python, C++, ROS, Control Systems, Sensor Fusion, SLAM, Linux, Computer Vision","Python, C++, ROS, Control Systems, Sensor Fusion, SLAM, Linux, Computer Vision",3-6 years,12-22 LPA,4.6
